GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
HC02_MOE_VC21,Percent of enrolled population  - In public school; Margin of Error; Population 18 years and over
HC03_EST_VC21,Percent of enrolled population  - In private school; Estimate; Population 18 years and over
HC03_MOE_VC21,Percent of enrolled population  - In private school; Margin of Error; Population 18 years and over
HC01_EST_VC22,Total; Estimate; Enrolled in college or graduate school
HC01_MOE_VC22,Total; Margin of Error; Enrolled in college or graduate school
HC02_EST_VC22,Percent of enrolled population  - In public school; Estimate; Enrolled in college or graduate school
HC02_MOE_VC22,Percent of enrolled population  - In public school; Margin of Error; Enrolled in college or graduate school
HC03_EST_VC22,Percent of enrolled population  - In private school; Estimate; Enrolled in college or graduate school
HC03_MOE_VC22,Percent of enrolled population  - In private school; Margin of Error; Enrolled in college or graduate school
HC01_EST_VC23,Total; Estimate; Enrolled in college or graduate school - Males 18 years and over
HC01_MOE_VC23,Total; Margin of Error; Enrolled in college or graduate school - Males 18 years and over
HC02_EST_VC23,Percent of enrolled population  - In public school; Estimate; Enrolled in college or graduate school - Males 18 years and over
HC02_MOE_VC23,Percent of enrolled population  - In public school; Margin of Error; Enrolled in college or graduate school - Males 18 years and over
HC03_EST_VC23,Percent of enrolled population  - In private school; Estimate; Enrolled in college or graduate school - Males 18 years and over
HC03_MOE_VC23,Percent of enrolled population  - In private school; Margin of Error; Enrolled in college or graduate school - Males 18 years and over
HC01_EST_VC24,Total; Estimate; Enrolled in college or graduate school
HC01_MOE_VC24,Total; Margin of Error; Enrolled in college or graduate school
HC02_EST_VC24,Percent of enrolled population  - In public school; Estimate; Enrolled in college or graduate school
HC02_MOE_VC24,Percent of enrolled population  - In public school; Margin of Error; Enrolled in college or graduate school
HC03_EST_VC24,Percent of enrolled population  - In private school; Estimate; Enrolled in college or graduate school
HC03_MOE_VC24,Percent of enrolled population  - In private school; Margin of Error; Enrolled in college or graduate school
HC01_EST_VC25,Total; Estimate; Enrolled in college or graduate school - Females 18 years and over
HC01_MOE_VC25,Total; Margin of Error; Enrolled in college or graduate school - Females 18 years and over
HC02_EST_VC25,Percent of enrolled population  - In public school; Estimate; Enrolled in college or graduate school - Females 18 years and over
HC02_MOE_VC25,Percent of enrolled population  - In public school; Margin of Error; Enrolled in college or graduate school - Females 18 years and over
HC03_EST_VC25,Percent of enrolled population  - In private school; Estimate; Enrolled in college or graduate school - Females 18 years and over
HC03_MOE_VC25,Percent of enrolled population  - In private school; Margin of Error; Enrolled in college or graduate school - Females 18 years and over
HC01_EST_VC26,Total; Estimate; Enrolled in college or graduate school
HC01_MOE_VC26,Total; Margin of Error; Enrolled in college or graduate school
HC02_EST_VC26,Percent of enrolled population  - In public school; Estimate; Enrolled in college or graduate school
HC02_MOE_VC26,Percent of enrolled population  - In public school; Margin of Error; Enrolled in college or graduate school
HC03_EST_VC26,Percent of enrolled population  - In private school; Estimate; Enrolled in college or graduate school
HC03_MOE_VC26,Percent of enrolled population  - In private school; Margin of Error; Enrolled in college or graduate school
HC01_EST_VC28,Total; Estimate; Population 18 to 24 years
HC01_MOE_VC28,Total; Margin of Error; Population 18 to 24 years
HC02_EST_VC28,Percent of enrolled population  - In public school; Estimate; Population 18 to 24 years
HC02_MOE_VC28,Percent of enrolled population  - In public school; Margin of Error; Population 18 to 24 years
HC03_EST_VC28,Percent of enrolled population  - In private school; Estimate; Population 18 to 24 years
HC03_MOE_VC28,Percent of enrolled population  - In private school; Margin of Error; Population 18 to 24 years
HC01_EST_VC29,Total; Estimate; Enrolled in college or graduate school
HC01_MOE_VC29,Total; Margin of Error; Enrolled in college or graduate school
HC02_EST_VC29,Percent of enrolled population  - In public school; Estimate; Enrolled in college or graduate school
HC02_MOE_VC29,Percent of enrolled population  - In public school; Margin of Error; Enrolled in college or graduate school
HC03_EST_VC29,Percent of enrolled population  - In private school; Estimate; Enrolled in college or graduate school
HC03_MOE_VC29,Percent of enrolled population  - In private school; Margin of Error; Enrolled in college or graduate school
HC01_EST_VC30,Total; Estimate; Enrolled in college or graduate school - Males 18 to 24 years
HC01_MOE_VC30,Total; Margin of Error; Enrolled in college or graduate school - Males 18 to 24 years
HC02_EST_VC30,Percent of enrolled population  - In public school; Estimate; Enrolled in college or graduate school - Males 18 to 24 years
HC02_MOE_VC30,Percent of enrolled population  - In public school; Margin of Error; Enrolled in college or graduate school - Males 18 to 24 years
HC03_EST_VC30,Percent of enrolled population  - In private school; Estimate; Enrolled in college or graduate school - Males 18 to 24 years
HC03_MOE_VC30,Percent of enrolled population  - In private school; Margin of Error; Enrolled in college or graduate school - Males 18 to 24 years
HC01_EST_VC31,Total; Estimate; Enrolled in college or graduate school
HC01_MOE_VC31,Total; Margin of Error; Enrolled in college or graduate school
HC02_EST_VC31,Percent of enrolled population  - In public school; Estimate; Enrolled in college or graduate school
HC02_MOE_VC31,Percent of enrolled population  - In public school; Margin of Error; Enrolled in college or graduate school
HC03_EST_VC31,Percent of enrolled population  - In private school; Estimate; Enrolled in college or graduate school
HC03_MOE_VC31,Percent of enrolled population  - In private school; Margin of Error; Enrolled in college or graduate school
HC01_EST_VC32,Total; Estimate; Enrolled in college or graduate school - Females 18 to 24 years
HC01_MOE_VC32,Total; Margin of Error; Enrolled in college or graduate school - Females 18 to 24 years
HC02_EST_VC32,Percent of enrolled population  - In public school; Estimate; Enrolled in college or graduate school - Females 18 to 24 years
HC02_MOE_VC32,Percent of enrolled population  - In public school; Margin of Error; Enrolled in college or graduate school - Females 18 to 24 years
HC03_EST_VC32,Percent of enrolled population  - In private school; Estimate; Enrolled in college or graduate school - Females 18 to 24 years
HC03_MOE_VC32,Percent of enrolled population  - In private school; Margin of Error; Enrolled in college or graduate school - Females 18 to 24 years
HC01_EST_VC33,Total; Estimate; Enrolled in college or graduate school
HC01_MOE_VC33,Total; Margin of Error; Enrolled in college or graduate school
HC02_EST_VC33,Percent of enrolled population  - In public school; Estimate; Enrolled in college or graduate school
HC02_MOE_VC33,Percent of enrolled population  - In public school; Margin of Error; Enrolled in college or graduate school
HC03_EST_VC33,Percent of enrolled population  - In private school; Estimate; Enrolled in college or graduate school
HC03_MOE_VC33,Percent of enrolled population  - In private school; Margin of Error; Enrolled in college or graduate school
HC01_EST_VC36,Total; Estimate; PERCENT IMPUTED - School enrollment
HC01_MOE_VC36,Total; Margin of Error; PERCENT IMPUTED - School enrollment
HC02_EST_VC36,Percent of enrolled population  - In public school; Estimate; PERCENT IMPUTED - School enrollment
HC02_MOE_VC36,Percent of enrolled population  - In public school; Margin of Error; PERCENT IMPUTED - School enrollment
HC03_EST_VC36,Percent of enrolled population  - In private school; Estimate; PERCENT IMPUTED - School enrollment
HC03_MOE_VC36,Percent of enrolled population  - In private school; Margin of Error; PERCENT IMPUTED - School enrollment
HC01_EST_VC37,Total; Estimate; PERCENT IMPUTED - Grade enrolled
HC01_MOE_VC37,Total; Margin of Error; PERCENT IMPUTED - Grade enrolled
HC02_EST_VC37,Percent of enrolled population  - In public school; Estimate; PERCENT IMPUTED - Grade enrolled
HC02_MOE_VC37,Percent of enrolled population  - In public school; Margin of Error; PERCENT IMPUTED - Grade enrolled
HC03_EST_VC37,Percent of enrolled population  - In private school; Estimate; PERCENT IMPUTED - Grade enrolled
HC03_MOE_VC37,Percent of enrolled population  - In private school; Margin of Error; PERCENT IMPUTED - Grade enrolled
