GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
HC06_MOE_VC06,Never married; Margin of Error; AGE AND SEX - Males 15 years and over - 35 to 44 years
HC01_EST_VC07,Total; Estimate; AGE AND SEX - Males 15 years and over - 45 to 54 years
HC01_MOE_VC07,Total; Margin of Error; AGE AND SEX - Males 15 years and over - 45 to 54 years
HC02_EST_VC07,Now married (except separated); Estimate; AGE AND SEX - Males 15 years and over - 45 to 54 years
HC02_MOE_VC07,Now married (except separated); Margin of Error; AGE AND SEX - Males 15 years and over - 45 to 54 years
HC03_EST_VC07,Widowed; Estimate; AGE AND SEX - Males 15 years and over - 45 to 54 years
HC03_MOE_VC07,Widowed; Margin of Error; AGE AND SEX - Males 15 years and over - 45 to 54 years
HC04_EST_VC07,Divorced; Estimate; AGE AND SEX - Males 15 years and over - 45 to 54 years
HC04_MOE_VC07,Divorced; Margin of Error; AGE AND SEX - Males 15 years and over - 45 to 54 years
HC05_EST_VC07,Separated; Estimate; AGE AND SEX - Males 15 years and over - 45 to 54 years
HC05_MOE_VC07,Separated; Margin of Error; AGE AND SEX - Males 15 years and over - 45 to 54 years
HC06_EST_VC07,Never married; Estimate; AGE AND SEX - Males 15 years and over - 45 to 54 years
HC06_MOE_VC07,Never married; Margin of Error; AGE AND SEX - Males 15 years and over - 45 to 54 years
HC01_EST_VC08,Total; Estimate; AGE AND SEX - Males 15 years and over - 55 to 64 years
HC01_MOE_VC08,Total; Margin of Error; AGE AND SEX - Males 15 years and over - 55 to 64 years
HC02_EST_VC08,Now married (except separated); Estimate; AGE AND SEX - Males 15 years and over - 55 to 64 years
HC02_MOE_VC08,Now married (except separated); Margin of Error; AGE AND SEX - Males 15 years and over - 55 to 64 years
HC03_EST_VC08,Widowed; Estimate; AGE AND SEX - Males 15 years and over - 55 to 64 years
HC03_MOE_VC08,Widowed; Margin of Error; AGE AND SEX - Males 15 years and over - 55 to 64 years
HC04_EST_VC08,Divorced; Estimate; AGE AND SEX - Males 15 years and over - 55 to 64 years
HC04_MOE_VC08,Divorced; Margin of Error; AGE AND SEX - Males 15 years and over - 55 to 64 years
HC05_EST_VC08,Separated; Estimate; AGE AND SEX - Males 15 years and over - 55 to 64 years
HC05_MOE_VC08,Separated; Margin of Error; AGE AND SEX - Males 15 years and over - 55 to 64 years
HC06_EST_VC08,Never married; Estimate; AGE AND SEX - Males 15 years and over - 55 to 64 years
HC06_MOE_VC08,Never married; Margin of Error; AGE AND SEX - Males 15 years and over - 55 to 64 years
HC01_EST_VC09,Total; Estimate; AGE AND SEX - Males 15 years and over - 65 years and over
HC01_MOE_VC09,Total; Margin of Error; AGE AND SEX - Males 15 years and over - 65 years and over
HC02_EST_VC09,Now married (except separated); Estimate; AGE AND SEX - Males 15 years and over - 65 years and over
HC02_MOE_VC09,Now married (except separated); Margin of Error; AGE AND SEX - Males 15 years and over - 65 years and over
HC03_EST_VC09,Widowed; Estimate; AGE AND SEX - Males 15 years and over - 65 years and over
HC03_MOE_VC09,Widowed; Margin of Error; AGE AND SEX - Males 15 years and over - 65 years and over
HC04_EST_VC09,Divorced; Estimate; AGE AND SEX - Males 15 years and over - 65 years and over
HC04_MOE_VC09,Divorced; Margin of Error; AGE AND SEX - Males 15 years and over - 65 years and over
HC05_EST_VC09,Separated; Estimate; AGE AND SEX - Males 15 years and over - 65 years and over
HC05_MOE_VC09,Separated; Margin of Error; AGE AND SEX - Males 15 years and over - 65 years and over
HC06_EST_VC09,Never married; Estimate; AGE AND SEX - Males 15 years and over - 65 years and over
HC06_MOE_VC09,Never married; Margin of Error; AGE AND SEX - Males 15 years and over - 65 years and over
HC01_EST_VC10,Total; Estimate; AGE AND SEX - Females 15 years and over
HC01_MOE_VC10,Total; Margin of Error; AGE AND SEX - Females 15 years and over
HC02_EST_VC10,Now married (except separated); Estimate; AGE AND SEX - Females 15 years and over
HC02_MOE_VC10,Now married (except separated); Margin of Error; AGE AND SEX - Females 15 years and over
HC03_EST_VC10,Widowed; Estimate; AGE AND SEX - Females 15 years and over
HC03_MOE_VC10,Widowed; Margin of Error; AGE AND SEX - Females 15 years and over
HC04_EST_VC10,Divorced; Estimate; AGE AND SEX - Females 15 years and over
HC04_MOE_VC10,Divorced; Margin of Error; AGE AND SEX - Females 15 years and over
HC05_EST_VC10,Separated; Estimate; AGE AND SEX - Females 15 years and over
HC05_MOE_VC10,Separated; Margin of Error; AGE AND SEX - Females 15 years and over
HC06_EST_VC10,Never married; Estimate; AGE AND SEX - Females 15 years and over
HC06_MOE_VC10,Never married; Margin of Error; AGE AND SEX - Females 15 years and over
HC01_EST_VC11,Total; Estimate; AGE AND SEX - Females 15 years and over - 15 to 19 years
HC01_MOE_VC11,Total; Margin of Error; AGE AND SEX - Females 15 years and over - 15 to 19 years
HC02_EST_VC11,Now married (except separated); Estimate; AGE AND SEX - Females 15 years and over - 15 to 19 years
HC02_MOE_VC11,Now married (except separated); Margin of Error; AGE AND SEX - Females 15 years and over - 15 to 19 years
HC03_EST_VC11,Widowed; Estimate; AGE AND SEX - Females 15 years and over - 15 to 19 years
HC03_MOE_VC11,Widowed; Margin of Error; AGE AND SEX - Females 15 years and over - 15 to 19 years
HC04_EST_VC11,Divorced; Estimate; AGE AND SEX - Females 15 years and over - 15 to 19 years
HC04_MOE_VC11,Divorced; Margin of Error; AGE AND SEX - Females 15 years and over - 15 to 19 years
HC05_EST_VC11,Separated; Estimate; AGE AND SEX - Females 15 years and over - 15 to 19 years
HC05_MOE_VC11,Separated; Margin of Error; AGE AND SEX - Females 15 years and over - 15 to 19 years
HC06_EST_VC11,Never married; Estimate; AGE AND SEX - Females 15 years and over - 15 to 19 years
HC06_MOE_VC11,Never married; Margin of Error; AGE AND SEX - Females 15 years and over - 15 to 19 years
HC01_EST_VC12,Total; Estimate; AGE AND SEX - Females 15 years and over - 20 to 34 years
HC01_MOE_VC12,Total; Margin of Error; AGE AND SEX - Females 15 years and over - 20 to 34 years
HC02_EST_VC12,Now married (except separated); Estimate; AGE AND SEX - Females 15 years and over - 20 to 34 years
HC02_MOE_VC12,Now married (except separated); Margin of Error; AGE AND SEX - Females 15 years and over - 20 to 34 years
HC03_EST_VC12,Widowed; Estimate; AGE AND SEX - Females 15 years and over - 20 to 34 years
HC03_MOE_VC12,Widowed; Margin of Error; AGE AND SEX - Females 15 years and over - 20 to 34 years
HC04_EST_VC12,Divorced; Estimate; AGE AND SEX - Females 15 years and over - 20 to 34 years
HC04_MOE_VC12,Divorced; Margin of Error; AGE AND SEX - Females 15 years and over - 20 to 34 years
HC05_EST_VC12,Separated; Estimate; AGE AND SEX - Females 15 years and over - 20 to 34 years
HC05_MOE_VC12,Separated; Margin of Error; AGE AND SEX - Females 15 years and over - 20 to 34 years
HC06_EST_VC12,Never married; Estimate; AGE AND SEX - Females 15 years and over - 20 to 34 years
HC06_MOE_VC12,Never married; Margin of Error; AGE AND SEX - Females 15 years and over - 20 to 34 years
HC01_EST_VC13,Total; Estimate; AGE AND SEX - Females 15 years and over - 35 to 44 years
HC01_MOE_VC13,Total; Margin of Error; AGE AND SEX - Females 15 years and over - 35 to 44 years
HC02_EST_VC13,Now married (except separated); Estimate; AGE AND SEX - Females 15 years and over - 35 to 44 years
HC02_MOE_VC13,Now married (except separated); Margin of Error; AGE AND SEX - Females 15 years and over - 35 to 44 years
HC03_EST_VC13,Widowed; Estimate; AGE AND SEX - Females 15 years and over - 35 to 44 years
HC03_MOE_VC13,Widowed; Margin of Error; AGE AND SEX - Females 15 years and over - 35 to 44 years
HC04_EST_VC13,Divorced; Estimate; AGE AND SEX - Females 15 years and over - 35 to 44 years
HC04_MOE_VC13,Divorced; Margin of Error; AGE AND SEX - Females 15 years and over - 35 to 44 years
HC05_EST_VC13,Separated; Estimate; AGE AND SEX - Females 15 years and over - 35 to 44 years
HC05_MOE_VC13,Separated; Margin of Error; AGE AND SEX - Females 15 years and over - 35 to 44 years
HC06_EST_VC13,Never married; Estimate; AGE AND SEX - Females 15 years and over - 35 to 44 years
HC06_MOE_VC13,Never married; Margin of Error; AGE AND SEX - Females 15 years and over - 35 to 44 years
HC01_EST_VC14,Total; Estimate; AGE AND SEX - Females 15 years and over - 45 to 54 years
HC01_MOE_VC14,Total; Margin of Error; AGE AND SEX - Females 15 years and over - 45 to 54 years
HC02_EST_VC14,Now married (except separated); Estimate; AGE AND SEX - Females 15 years and over - 45 to 54 years
HC02_MOE_VC14,Now married (except separated); Margin of Error; AGE AND SEX - Females 15 years and over - 45 to 54 years
HC03_EST_VC14,Widowed; Estimate; AGE AND SEX - Females 15 years and over - 45 to 54 years
HC03_MOE_VC14,Widowed; Margin of Error; AGE AND SEX - Females 15 years and over - 45 to 54 years
HC04_EST_VC14,Divorced; Estimate; AGE AND SEX - Females 15 years and over - 45 to 54 years
HC04_MOE_VC14,Divorced; Margin of Error; AGE AND SEX - Females 15 years and over - 45 to 54 years
HC05_EST_VC14,Separated; Estimate; AGE AND SEX - Females 15 years and over - 45 to 54 years
HC05_MOE_VC14,Separated; Margin of Error; AGE AND SEX - Females 15 years and over - 45 to 54 years
HC06_EST_VC14,Never married; Estimate; AGE AND SEX - Females 15 years and over - 45 to 54 years
HC06_MOE_VC14,Never married; Margin of Error; AGE AND SEX - Females 15 years and over - 45 to 54 years
HC01_EST_VC15,Total; Estimate; AGE AND SEX - Females 15 years and over - 55 to 64 years
HC01_MOE_VC15,Total; Margin of Error; AGE AND SEX - Females 15 years and over - 55 to 64 years
HC02_EST_VC15,Now married (except separated); Estimate; AGE AND SEX - Females 15 years and over - 55 to 64 years
HC02_MOE_VC15,Now married (except separated); Margin of Error; AGE AND SEX - Females 15 years and over - 55 to 64 years
HC03_EST_VC15,Widowed; Estimate; AGE AND SEX - Females 15 years and over - 55 to 64 years
HC03_MOE_VC15,Widowed; Margin of Error; AGE AND SEX - Females 15 years and over - 55 to 64 years
HC04_EST_VC15,Divorced; Estimate; AGE AND SEX - Females 15 years and over - 55 to 64 years
HC04_MOE_VC15,Divorced; Margin of Error; AGE AND SEX - Females 15 years and over - 55 to 64 years
HC05_EST_VC15,Separated; Estimate; AGE AND SEX - Females 15 years and over - 55 to 64 years
HC05_MOE_VC15,Separated; Margin of Error; AGE AND SEX - Females 15 years and over - 55 to 64 years
HC06_EST_VC15,Never married; Estimate; AGE AND SEX - Females 15 years and over - 55 to 64 years
HC06_MOE_VC15,Never married; Margin of Error; AGE AND SEX - Females 15 years and over - 55 to 64 years
HC01_EST_VC16,Total; Estimate; AGE AND SEX - Females 15 years and over - 65 years and over
HC01_MOE_VC16,Total; Margin of Error; AGE AND SEX - Females 15 years and over - 65 years and over
HC02_EST_VC16,Now married (except separated); Estimate; AGE AND SEX - Females 15 years and over - 65 years and over
HC02_MOE_VC16,Now married (except separated); Margin of Error; AGE AND SEX - Females 15 years and over - 65 years and over
HC03_EST_VC16,Widowed; Estimate; AGE AND SEX - Females 15 years and over - 65 years and over
HC03_MOE_VC16,Widowed; Margin of Error; AGE AND SEX - Females 15 years and over - 65 years and over
HC04_EST_VC16,Divorced; Estimate; AGE AND SEX - Females 15 years and over - 65 years and over
HC04_MOE_VC16,Divorced; Margin of Error; AGE AND SEX - Females 15 years and over - 65 years and over
HC05_EST_VC16,Separated; Estimate; AGE AND SEX - Females 15 years and over - 65 years and over
HC05_MOE_VC16,Separated; Margin of Error; AGE AND SEX - Females 15 years and over - 65 years and over
HC06_EST_VC16,Never married; Estimate; AGE AND SEX - Females 15 years and over - 65 years and over
HC06_MOE_VC16,Never married; Margin of Error; AGE AND SEX - Females 15 years and over - 65 years and over
HC01_EST_VC18,Total; Estimate; Population 15 years and over
HC01_MOE_VC18,Total; Margin of Error; Population 15 years and over
HC02_EST_VC18,Now married (except separated); Estimate; Population 15 years and over
HC02_MOE_VC18,Now married (except separated); Margin of Error; Population 15 years and over
HC03_EST_VC18,Widowed; Estimate; Population 15 years and over
HC03_MOE_VC18,Widowed; Margin of Error; Population 15 years and over
HC04_EST_VC18,Divorced; Estimate; Population 15 years and over
HC04_MOE_VC18,Divorced; Margin of Error; Population 15 years and over
HC05_EST_VC18,Separated; Estimate; Population 15 years and over
HC05_MOE_VC18,Separated; Margin of Error; Population 15 years and over
HC06_EST_VC18,Never married; Estimate; Population 15 years and over
HC06_MOE_VC18,Never married; Margin of Error; Population 15 years and over
HC01_EST_VC20,Total; Estimate; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race
HC01_MOE_VC20,Total; Margin of Error; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race
HC02_EST_VC20,Now married (except separated); Estimate; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race
HC02_MOE_VC20,Now married (except separated); Margin of Error; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race
HC03_EST_VC20,Widowed; Estimate; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race
HC03_MOE_VC20,Widowed; Margin of Error; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race
HC04_EST_VC20,Divorced; Estimate; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race
HC04_MOE_VC20,Divorced; Margin of Error; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race
HC05_EST_VC20,Separated; Estimate; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race
HC05_MOE_VC20,Separated; Margin of Error; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race
HC06_EST_VC20,Never married; Estimate; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race
HC06_MOE_VC20,Never married; Margin of Error; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race
HC01_EST_VC21,Total; Estimate; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - White
HC01_MOE_VC21,Total; Margin of Error; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - White
HC02_EST_VC21,Now married (except separated); Estimate; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - White
HC02_MOE_VC21,Now married (except separated); Margin of Error; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - White
HC03_EST_VC21,Widowed; Estimate; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - White
HC03_MOE_VC21,Widowed; Margin of Error; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - White
HC04_EST_VC21,Divorced; Estimate; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - White
HC04_MOE_VC21,Divorced; Margin of Error; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - White
HC05_EST_VC21,Separated; Estimate; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - White
HC05_MOE_VC21,Separated; Margin of Error; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - White
HC06_EST_VC21,Never married; Estimate; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - White
HC06_MOE_VC21,Never married; Margin of Error; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - White
HC01_EST_VC22,Total; Estimate; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American
HC01_MOE_VC22,Total; Margin of Error; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American
HC02_EST_VC22,Now married (except separated); Estimate; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American
HC02_MOE_VC22,Now married (except separated); Margin of Error; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American
HC03_EST_VC22,Widowed; Estimate; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American
HC03_MOE_VC22,Widowed; Margin of Error; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American
HC04_EST_VC22,Divorced; Estimate; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American
HC04_MOE_VC22,Divorced; Margin of Error; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American
HC05_EST_VC22,Separated; Estimate; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American
HC05_MOE_VC22,Separated; Margin of Error; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American
HC06_EST_VC22,Never married; Estimate; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American
HC06_MOE_VC22,Never married; Margin of Error; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American
HC01_EST_VC23,Total; Estimate; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native
HC01_MOE_VC23,Total; Margin of Error; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native
HC02_EST_VC23,Now married (except separated); Estimate; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native
HC02_MOE_VC23,Now married (except separated); Margin of Error; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native
HC03_EST_VC23,Widowed; Estimate; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native
HC03_MOE_VC23,Widowed; Margin of Error; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native
HC04_EST_VC23,Divorced; Estimate; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native
HC04_MOE_VC23,Divorced; Margin of Error; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native
HC05_EST_VC23,Separated; Estimate; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native
HC05_MOE_VC23,Separated; Margin of Error; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native
HC06_EST_VC23,Never married; Estimate; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native
HC06_MOE_VC23,Never married; Margin of Error; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native
HC01_EST_VC24,Total; Estimate; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian
HC01_MOE_VC24,Total; Margin of Error; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian
HC02_EST_VC24,Now married (except separated); Estimate; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian
HC02_MOE_VC24,Now married (except separated); Margin of Error; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian
HC03_EST_VC24,Widowed; Estimate; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian
HC03_MOE_VC24,Widowed; Margin of Error; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian
HC04_EST_VC24,Divorced; Estimate; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian
HC04_MOE_VC24,Divorced; Margin of Error; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian
HC05_EST_VC24,Separated; Estimate; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian
HC05_MOE_VC24,Separated; Margin of Error; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian
HC06_EST_VC24,Never married; Estimate; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian
HC06_MOE_VC24,Never married; Margin of Error; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian
HC01_EST_VC25,Total; Estimate; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander
HC01_MOE_VC25,Total; Margin of Error; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander
HC02_EST_VC25,Now married (except separated); Estimate; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander
HC02_MOE_VC25,Now married (except separated); Margin of Error; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander
HC03_EST_VC25,Widowed; Estimate; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander
HC03_MOE_VC25,Widowed; Margin of Error; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander
HC04_EST_VC25,Divorced; Estimate; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander
HC04_MOE_VC25,Divorced; Margin of Error; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander
HC05_EST_VC25,Separated; Estimate; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander
HC05_MOE_VC25,Separated; Margin of Error; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander
HC06_EST_VC25,Never married; Estimate; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander
HC06_MOE_VC25,Never married; Margin of Error; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander
HC01_EST_VC26,Total; Estimate; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race
HC01_MOE_VC26,Total; Margin of Error; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race
HC02_EST_VC26,Now married (except separated); Estimate; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race
HC02_MOE_VC26,Now married (except separated); Margin of Error; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race
HC03_EST_VC26,Widowed; Estimate; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race
HC03_MOE_VC26,Widowed; Margin of Error; Population 15 years and over - RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race
