GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
HC02_MOE_VC06,All families  - Percent below poverty level; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race
HC03_EST_VC06,Married-couple families  - Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race
HC03_MOE_VC06,Married-couple families  - Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race
HC04_EST_VC06,Married-couple families  - Percent below poverty level; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race
HC04_MOE_VC06,Married-couple families  - Percent below poverty level; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race
HC05_EST_VC06,"Female householder, no husband present  - Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race"
HC05_MOE_VC06,"Female householder, no husband present  - Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race"
HC06_EST_VC06,"Female householder, no husband present  - Percent below poverty level; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race"
HC06_MOE_VC06,"Female householder, no husband present  - Percent below poverty level; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race"
HC01_EST_VC07,All families  - Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - White
HC01_MOE_VC07,All families  - Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - White
HC02_EST_VC07,All families  - Percent below poverty level; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - White
HC02_MOE_VC07,All families  - Percent below poverty level; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - White
HC03_EST_VC07,Married-couple families  - Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - White
HC03_MOE_VC07,Married-couple families  - Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - White
HC04_EST_VC07,Married-couple families  - Percent below poverty level; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - White
HC04_MOE_VC07,Married-couple families  - Percent below poverty level; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - White
HC05_EST_VC07,"Female householder, no husband present  - Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - White"
HC05_MOE_VC07,"Female householder, no husband present  - Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - White"
HC06_EST_VC07,"Female householder, no husband present  - Percent below poverty level; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - White"
HC06_MOE_VC07,"Female householder, no husband present  - Percent below poverty level; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - White"
HC01_EST_VC08,All families  - Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - Black or African American
HC01_MOE_VC08,All families  - Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - Black or African American
HC02_EST_VC08,All families  - Percent below poverty level; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - Black or African American
HC02_MOE_VC08,All families  - Percent below poverty level; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - Black or African American
HC03_EST_VC08,Married-couple families  - Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - Black or African American
HC03_MOE_VC08,Married-couple families  - Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - Black or African American
HC04_EST_VC08,Married-couple families  - Percent below poverty level; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - Black or African American
HC04_MOE_VC08,Married-couple families  - Percent below poverty level; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - Black or African American
HC05_EST_VC08,"Female householder, no husband present  - Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - Black or African American"
HC05_MOE_VC08,"Female householder, no husband present  - Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - Black or African American"
HC06_EST_VC08,"Female householder, no husband present  - Percent below poverty level; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - Black or African American"
HC06_MOE_VC08,"Female householder, no husband present  - Percent below poverty level; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - Black or African American"
HC01_EST_VC09,All families  - Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - American Indian and Alaska Native
HC01_MOE_VC09,All families  - Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - American Indian and Alaska Native
HC02_EST_VC09,All families  - Percent below poverty level; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - American Indian and Alaska Native
HC02_MOE_VC09,All families  - Percent below poverty level; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - American Indian and Alaska Native
HC03_EST_VC09,Married-couple families  - Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - American Indian and Alaska Native
HC03_MOE_VC09,Married-couple families  - Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - American Indian and Alaska Native
HC04_EST_VC09,Married-couple families  - Percent below poverty level; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - American Indian and Alaska Native
HC04_MOE_VC09,Married-couple families  - Percent below poverty level; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - American Indian and Alaska Native
HC05_EST_VC09,"Female householder, no husband present  - Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - American Indian and Alaska Native"
HC05_MOE_VC09,"Female householder, no husband present  - Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - American Indian and Alaska Native"
HC06_EST_VC09,"Female householder, no husband present  - Percent below poverty level; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - American Indian and Alaska Native"
HC06_MOE_VC09,"Female householder, no husband present  - Percent below poverty level; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - American Indian and Alaska Native"
HC01_EST_VC10,All families  - Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - Asian
HC01_MOE_VC10,All families  - Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - Asian
HC02_EST_VC10,All families  - Percent below poverty level; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - Asian
HC02_MOE_VC10,All families  - Percent below poverty level; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - Asian
HC03_EST_VC10,Married-couple families  - Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - Asian
HC03_MOE_VC10,Married-couple families  - Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - Asian
HC04_EST_VC10,Married-couple families  - Percent below poverty level; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - Asian
HC04_MOE_VC10,Married-couple families  - Percent below poverty level; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - Asian
HC05_EST_VC10,"Female householder, no husband present  - Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - Asian"
HC05_MOE_VC10,"Female householder, no husband present  - Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - Asian"
HC06_EST_VC10,"Female householder, no husband present  - Percent below poverty level; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - Asian"
HC06_MOE_VC10,"Female householder, no husband present  - Percent below poverty level; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - Asian"
HC01_EST_VC11,All families  - Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - Native Hawaiian and Other Pacific Islander
HC01_MOE_VC11,All families  - Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - Native Hawaiian and Other Pacific Islander
HC02_EST_VC11,All families  - Percent below poverty level; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - Native Hawaiian and Other Pacific Islander
HC02_MOE_VC11,All families  - Percent below poverty level; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - Native Hawaiian and Other Pacific Islander
HC03_EST_VC11,Married-couple families  - Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - Native Hawaiian and Other Pacific Islander
HC03_MOE_VC11,Married-couple families  - Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - Native Hawaiian and Other Pacific Islander
HC04_EST_VC11,Married-couple families  - Percent below poverty level; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - Native Hawaiian and Other Pacific Islander
HC04_MOE_VC11,Married-couple families  - Percent below poverty level; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - Native Hawaiian and Other Pacific Islander
HC05_EST_VC11,"Female householder, no husband present  - Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - Native Hawaiian and Other Pacific Islander"
HC05_MOE_VC11,"Female householder, no husband present  - Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - Native Hawaiian and Other Pacific Islander"
HC06_EST_VC11,"Female householder, no husband present  - Percent below poverty level; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - Native Hawaiian and Other Pacific Islander"
HC06_MOE_VC11,"Female householder, no husband present  - Percent below poverty level; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - Native Hawaiian and Other Pacific Islander"
HC01_EST_VC12,All families  - Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - Some other race
HC01_MOE_VC12,All families  - Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - Some other race
HC02_EST_VC12,All families  - Percent below poverty level; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - Some other race
HC02_MOE_VC12,All families  - Percent below poverty level; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - Some other race
HC03_EST_VC12,Married-couple families  - Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - Some other race
HC03_MOE_VC12,Married-couple families  - Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - Some other race
HC04_EST_VC12,Married-couple families  - Percent below poverty level; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - Some other race
HC04_MOE_VC12,Married-couple families  - Percent below poverty level; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - Some other race
HC05_EST_VC12,"Female householder, no husband present  - Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - Some other race"
HC05_MOE_VC12,"Female householder, no husband present  - Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - Some other race"
HC06_EST_VC12,"Female householder, no husband present  - Percent below poverty level; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - Some other race"
HC06_MOE_VC12,"Female householder, no husband present  - Percent below poverty level; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - One race - Some other race"
HC01_EST_VC13,All families  - Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - Two or more races
HC01_MOE_VC13,All families  - Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - Two or more races
HC02_EST_VC13,All families  - Percent below poverty level; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - Two or more races
HC02_MOE_VC13,All families  - Percent below poverty level; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - Two or more races
HC03_EST_VC13,Married-couple families  - Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - Two or more races
HC03_MOE_VC13,Married-couple families  - Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - Two or more races
HC04_EST_VC13,Married-couple families  - Percent below poverty level; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - Two or more races
HC04_MOE_VC13,Married-couple families  - Percent below poverty level; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - Two or more races
HC05_EST_VC13,"Female householder, no husband present  - Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - Two or more races"
HC05_MOE_VC13,"Female householder, no husband present  - Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - Two or more races"
HC06_EST_VC13,"Female householder, no husband present  - Percent below poverty level; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - Two or more races"
HC06_MOE_VC13,"Female householder, no husband present  - Percent below poverty level; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Families with a householder who is-- - Two or more races"
HC01_EST_VC15,All families  - Total; Estimate; Hispanic or Latino origin (of any race)
HC01_MOE_VC15,All families  - Total; Margin of Error; Hispanic or Latino origin (of any race)
HC02_EST_VC15,All families  - Percent below poverty level; Estimate; Hispanic or Latino origin (of any race)
HC02_MOE_VC15,All families  - Percent below poverty level; Margin of Error; Hispanic or Latino origin (of any race)
HC03_EST_VC15,Married-couple families  - Total; Estimate; Hispanic or Latino origin (of any race)
HC03_MOE_VC15,Married-couple families  - Total; Margin of Error; Hispanic or Latino origin (of any race)
HC04_EST_VC15,Married-couple families  - Percent below poverty level; Estimate; Hispanic or Latino origin (of any race)
HC04_MOE_VC15,Married-couple families  - Percent below poverty level; Margin of Error; Hispanic or Latino origin (of any race)
HC05_EST_VC15,"Female householder, no husband present  - Total; Estimate; Hispanic or Latino origin (of any race)"
HC05_MOE_VC15,"Female householder, no husband present  - Total; Margin of Error; Hispanic or Latino origin (of any race)"
HC06_EST_VC15,"Female householder, no husband present  - Percent below poverty level; Estimate; Hispanic or Latino origin (of any race)"
HC06_MOE_VC15,"Female householder, no husband present  - Percent below poverty level; Margin of Error; Hispanic or Latino origin (of any race)"
HC01_EST_VC16,"All families  - Total; Estimate; White alone, not Hispanic or Latino"
HC01_MOE_VC16,"All families  - Total; Margin of Error; White alone, not Hispanic or Latino"
HC02_EST_VC16,"All families  - Percent below poverty level; Estimate; White alone, not Hispanic or Latino"
HC02_MOE_VC16,"All families  - Percent below poverty level; Margin of Error; White alone, not Hispanic or Latino"
HC03_EST_VC16,"Married-couple families  - Total; Estimate; White alone, not Hispanic or Latino"
HC03_MOE_VC16,"Married-couple families  - Total; Margin of Error; White alone, not Hispanic or Latino"
HC04_EST_VC16,"Married-couple families  - Percent below poverty level; Estimate; White alone, not Hispanic or Latino"
HC04_MOE_VC16,"Married-couple families  - Percent below poverty level; Margin of Error; White alone, not Hispanic or Latino"
HC05_EST_VC16,"Female householder, no husband present  - Total; Estimate; White alone, not Hispanic or Latino"
HC05_MOE_VC16,"Female householder, no husband present  - Total; Margin of Error; White alone, not Hispanic or Latino"
HC06_EST_VC16,"Female householder, no husband present  - Percent below poverty level; Estimate; White alone, not Hispanic or Latino"
HC06_MOE_VC16,"Female householder, no husband present  - Percent below poverty level; Margin of Error; White alone, not Hispanic or Latino"
HC01_EST_VC18,All families  - Total; Estimate; Householder worked
HC01_MOE_VC18,All families  - Total; Margin of Error; Householder worked
HC02_EST_VC18,All families  - Percent below poverty level; Estimate; Householder worked
HC02_MOE_VC18,All families  - Percent below poverty level; Margin of Error; Householder worked
HC03_EST_VC18,Married-couple families  - Total; Estimate; Householder worked
HC03_MOE_VC18,Married-couple families  - Total; Margin of Error; Householder worked
HC04_EST_VC18,Married-couple families  - Percent below poverty level; Estimate; Householder worked
HC04_MOE_VC18,Married-couple families  - Percent below poverty level; Margin of Error; Householder worked
HC05_EST_VC18,"Female householder, no husband present  - Total; Estimate; Householder worked"
HC05_MOE_VC18,"Female householder, no husband present  - Total; Margin of Error; Householder worked"
HC06_EST_VC18,"Female householder, no husband present  - Percent below poverty level; Estimate; Householder worked"
HC06_MOE_VC18,"Female householder, no husband present  - Percent below poverty level; Margin of Error; Householder worked"
HC01_EST_VC19,"All families  - Total; Estimate; Householder worked full-time, year-round in the past 12 months"
HC01_MOE_VC19,"All families  - Total; Margin of Error; Householder worked full-time, year-round in the past 12 months"
HC02_EST_VC19,"All families  - Percent below poverty level; Estimate; Householder worked full-time, year-round in the past 12 months"
HC02_MOE_VC19,"All families  - Percent below poverty level; Margin of Error; Householder worked full-time, year-round in the past 12 months"
HC03_EST_VC19,"Married-couple families  - Total; Estimate; Householder worked full-time, year-round in the past 12 months"
HC03_MOE_VC19,"Married-couple families  - Total; Margin of Error; Householder worked full-time, year-round in the past 12 months"
HC04_EST_VC19,"Married-couple families  - Percent below poverty level; Estimate; Householder worked full-time, year-round in the past 12 months"
HC04_MOE_VC19,"Married-couple families  - Percent below poverty level; Margin of Error; Householder worked full-time, year-round in the past 12 months"
HC05_EST_VC19,"Female householder, no husband present  - Total; Estimate; Householder worked full-time, year-round in the past 12 months"
HC05_MOE_VC19,"Female householder, no husband present  - Total; Margin of Error; Householder worked full-time, year-round in the past 12 months"
HC06_EST_VC19,"Female householder, no husband present  - Percent below poverty level; Estimate; Householder worked full-time, year-round in the past 12 months"
HC06_MOE_VC19,"Female householder, no husband present  - Percent below poverty level; Margin of Error; Householder worked full-time, year-round in the past 12 months"
HC01_EST_VC21,All families  - Total; Estimate; Householder 65 years and over
HC01_MOE_VC21,All families  - Total; Margin of Error; Householder 65 years and over
HC02_EST_VC21,All families  - Percent below poverty level; Estimate; Householder 65 years and over
HC02_MOE_VC21,All families  - Percent below poverty level; Margin of Error; Householder 65 years and over
HC03_EST_VC21,Married-couple families  - Total; Estimate; Householder 65 years and over
HC03_MOE_VC21,Married-couple families  - Total; Margin of Error; Householder 65 years and over
HC04_EST_VC21,Married-couple families  - Percent below poverty level; Estimate; Householder 65 years and over
HC04_MOE_VC21,Married-couple families  - Percent below poverty level; Margin of Error; Householder 65 years and over
HC05_EST_VC21,"Female householder, no husband present  - Total; Estimate; Householder 65 years and over"
HC05_MOE_VC21,"Female householder, no husband present  - Total; Margin of Error; Householder 65 years and over"
HC06_EST_VC21,"Female householder, no husband present  - Percent below poverty level; Estimate; Householder 65 years and over"
HC06_MOE_VC21,"Female householder, no husband present  - Percent below poverty level; Margin of Error; Householder 65 years and over"
HC01_EST_VC23,All families  - Total; Estimate; Family received -- - Supplemental Security Income (SSI) and/or cash public assistance income in the past 12 months
HC01_MOE_VC23,All families  - Total; Margin of Error; Family received -- - Supplemental Security Income (SSI) and/or cash public assistance income in the past 12 months
HC02_EST_VC23,All families  - Percent below poverty level; Estimate; Family received -- - Supplemental Security Income (SSI) and/or cash public assistance income in the past 12 months
HC02_MOE_VC23,All families  - Percent below poverty level; Margin of Error; Family received -- - Supplemental Security Income (SSI) and/or cash public assistance income in the past 12 months
HC03_EST_VC23,Married-couple families  - Total; Estimate; Family received -- - Supplemental Security Income (SSI) and/or cash public assistance income in the past 12 months
HC03_MOE_VC23,Married-couple families  - Total; Margin of Error; Family received -- - Supplemental Security Income (SSI) and/or cash public assistance income in the past 12 months
HC04_EST_VC23,Married-couple families  - Percent below poverty level; Estimate; Family received -- - Supplemental Security Income (SSI) and/or cash public assistance income in the past 12 months
HC04_MOE_VC23,Married-couple families  - Percent below poverty level; Margin of Error; Family received -- - Supplemental Security Income (SSI) and/or cash public assistance income in the past 12 months
HC05_EST_VC23,"Female householder, no husband present  - Total; Estimate; Family received -- - Supplemental Security Income (SSI) and/or cash public assistance income in the past 12 months"
HC05_MOE_VC23,"Female householder, no husband present  - Total; Margin of Error; Family received -- - Supplemental Security Income (SSI) and/or cash public assistance income in the past 12 months"
HC06_EST_VC23,"Female householder, no husband present  - Percent below poverty level; Estimate; Family received -- - Supplemental Security Income (SSI) and/or cash public assistance income in the past 12 months"
HC06_MOE_VC23,"Female householder, no husband present  - Percent below poverty level; Margin of Error; Family received -- - Supplemental Security Income (SSI) and/or cash public assistance income in the past 12 months"
HC01_EST_VC24,All families  - Total; Estimate; Family received -- - Social security income in the past 12 months
HC01_MOE_VC24,All families  - Total; Margin of Error; Family received -- - Social security income in the past 12 months
HC02_EST_VC24,All families  - Percent below poverty level; Estimate; Family received -- - Social security income in the past 12 months
HC02_MOE_VC24,All families  - Percent below poverty level; Margin of Error; Family received -- - Social security income in the past 12 months
HC03_EST_VC24,Married-couple families  - Total; Estimate; Family received -- - Social security income in the past 12 months
HC03_MOE_VC24,Married-couple families  - Total; Margin of Error; Family received -- - Social security income in the past 12 months
HC04_EST_VC24,Married-couple families  - Percent below poverty level; Estimate; Family received -- - Social security income in the past 12 months
HC04_MOE_VC24,Married-couple families  - Percent below poverty level; Margin of Error; Family received -- - Social security income in the past 12 months
HC05_EST_VC24,"Female householder, no husband present  - Total; Estimate; Family received -- - Social security income in the past 12 months"
HC05_MOE_VC24,"Female householder, no husband present  - Total; Margin of Error; Family received -- - Social security income in the past 12 months"
HC06_EST_VC24,"Female householder, no husband present  - Percent below poverty level; Estimate; Family received -- - Social security income in the past 12 months"
HC06_MOE_VC24,"Female householder, no husband present  - Percent below poverty level; Margin of Error; Family received -- - Social security income in the past 12 months"
HC01_EST_VC27,All families  - Total; Estimate; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Less than high school graduate
HC01_MOE_VC27,All families  - Total; Margin of Error; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Less than high school graduate
HC02_EST_VC27,All families  - Percent below poverty level; Estimate; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Less than high school graduate
HC02_MOE_VC27,All families  - Percent below poverty level; Margin of Error; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Less than high school graduate
HC03_EST_VC27,Married-couple families  - Total; Estimate; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Less than high school graduate
HC03_MOE_VC27,Married-couple families  - Total; Margin of Error; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Less than high school graduate
HC04_EST_VC27,Married-couple families  - Percent below poverty level; Estimate; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Less than high school graduate
HC04_MOE_VC27,Married-couple families  - Percent below poverty level; Margin of Error; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Less than high school graduate
HC05_EST_VC27,"Female householder, no husband present  - Total; Estimate; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Less than high school graduate"
HC05_MOE_VC27,"Female householder, no husband present  - Total; Margin of Error; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Less than high school graduate"
HC06_EST_VC27,"Female householder, no husband present  - Percent below poverty level; Estimate; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Less than high school graduate"
HC06_MOE_VC27,"Female householder, no husband present  - Percent below poverty level; Margin of Error; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Less than high school graduate"
HC01_EST_VC28,All families  - Total; Estimate; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - High school graduate (includes equivalency)
HC01_MOE_VC28,All families  - Total; Margin of Error; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - High school graduate (includes equivalency)
HC02_EST_VC28,All families  - Percent below poverty level; Estimate; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - High school graduate (includes equivalency)
HC02_MOE_VC28,All families  - Percent below poverty level; Margin of Error; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - High school graduate (includes equivalency)
HC03_EST_VC28,Married-couple families  - Total; Estimate; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - High school graduate (includes equivalency)
HC03_MOE_VC28,Married-couple families  - Total; Margin of Error; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - High school graduate (includes equivalency)
HC04_EST_VC28,Married-couple families  - Percent below poverty level; Estimate; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - High school graduate (includes equivalency)
HC04_MOE_VC28,Married-couple families  - Percent below poverty level; Margin of Error; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - High school graduate (includes equivalency)
HC05_EST_VC28,"Female householder, no husband present  - Total; Estimate; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - High school graduate (includes equivalency)"
