GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
HC03_MOE_VC07,Employment/Population Ratio; Margin of Error; AGE - 35 to 44 years
HC04_EST_VC07,Unemployment rate; Estimate; AGE - 35 to 44 years
HC04_MOE_VC07,Unemployment rate; Margin of Error; AGE - 35 to 44 years
HC01_EST_VC08,Total; Estimate; AGE - 45 to 54 years
HC01_MOE_VC08,Total; Margin of Error; AGE - 45 to 54 years
HC02_EST_VC08,Labor Force Participation Rate; Estimate; AGE - 45 to 54 years
HC02_MOE_VC08,Labor Force Participation Rate; Margin of Error; AGE - 45 to 54 years
HC03_EST_VC08,Employment/Population Ratio; Estimate; AGE - 45 to 54 years
HC03_MOE_VC08,Employment/Population Ratio; Margin of Error; AGE - 45 to 54 years
HC04_EST_VC08,Unemployment rate; Estimate; AGE - 45 to 54 years
HC04_MOE_VC08,Unemployment rate; Margin of Error; AGE - 45 to 54 years
HC01_EST_VC09,Total; Estimate; AGE - 55 to 59 years
HC01_MOE_VC09,Total; Margin of Error; AGE - 55 to 59 years
HC02_EST_VC09,Labor Force Participation Rate; Estimate; AGE - 55 to 59 years
HC02_MOE_VC09,Labor Force Participation Rate; Margin of Error; AGE - 55 to 59 years
HC03_EST_VC09,Employment/Population Ratio; Estimate; AGE - 55 to 59 years
HC03_MOE_VC09,Employment/Population Ratio; Margin of Error; AGE - 55 to 59 years
HC04_EST_VC09,Unemployment rate; Estimate; AGE - 55 to 59 years
HC04_MOE_VC09,Unemployment rate; Margin of Error; AGE - 55 to 59 years
HC01_EST_VC10,Total; Estimate; AGE - 60 to 64 years
HC01_MOE_VC10,Total; Margin of Error; AGE - 60 to 64 years
HC02_EST_VC10,Labor Force Participation Rate; Estimate; AGE - 60 to 64 years
HC02_MOE_VC10,Labor Force Participation Rate; Margin of Error; AGE - 60 to 64 years
HC03_EST_VC10,Employment/Population Ratio; Estimate; AGE - 60 to 64 years
HC03_MOE_VC10,Employment/Population Ratio; Margin of Error; AGE - 60 to 64 years
HC04_EST_VC10,Unemployment rate; Estimate; AGE - 60 to 64 years
HC04_MOE_VC10,Unemployment rate; Margin of Error; AGE - 60 to 64 years
HC01_EST_VC11,Total; Estimate; AGE - 65 to 74 years
HC01_MOE_VC11,Total; Margin of Error; AGE - 65 to 74 years
HC02_EST_VC11,Labor Force Participation Rate; Estimate; AGE - 65 to 74 years
HC02_MOE_VC11,Labor Force Participation Rate; Margin of Error; AGE - 65 to 74 years
HC03_EST_VC11,Employment/Population Ratio; Estimate; AGE - 65 to 74 years
HC03_MOE_VC11,Employment/Population Ratio; Margin of Error; AGE - 65 to 74 years
HC04_EST_VC11,Unemployment rate; Estimate; AGE - 65 to 74 years
HC04_MOE_VC11,Unemployment rate; Margin of Error; AGE - 65 to 74 years
HC01_EST_VC12,Total; Estimate; AGE - 75 years and over
HC01_MOE_VC12,Total; Margin of Error; AGE - 75 years and over
HC02_EST_VC12,Labor Force Participation Rate; Estimate; AGE - 75 years and over
HC02_MOE_VC12,Labor Force Participation Rate; Margin of Error; AGE - 75 years and over
HC03_EST_VC12,Employment/Population Ratio; Estimate; AGE - 75 years and over
HC03_MOE_VC12,Employment/Population Ratio; Margin of Error; AGE - 75 years and over
HC04_EST_VC12,Unemployment rate; Estimate; AGE - 75 years and over
HC04_MOE_VC12,Unemployment rate; Margin of Error; AGE - 75 years and over
HC01_EST_VC15,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - White alone
HC01_MOE_VC15,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - White alone
HC02_EST_VC15,Labor Force Participation Rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - White alone
HC02_MOE_VC15,Labor Force Participation Rate; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - White alone
HC03_EST_VC15,Employment/Population Ratio; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - White alone
HC03_MOE_VC15,Employment/Population Ratio; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - White alone
HC04_EST_VC15,Unemployment rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - White alone
HC04_MOE_VC15,Unemployment rate; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - White alone
HC01_EST_VC16,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Black or African American alone
HC01_MOE_VC16,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Black or African American alone
HC02_EST_VC16,Labor Force Participation Rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Black or African American alone
HC02_MOE_VC16,Labor Force Participation Rate; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Black or African American alone
HC03_EST_VC16,Employment/Population Ratio; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Black or African American alone
HC03_MOE_VC16,Employment/Population Ratio; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Black or African American alone
HC04_EST_VC16,Unemployment rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Black or African American alone
HC04_MOE_VC16,Unemployment rate; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Black or African American alone
HC01_EST_VC17,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - American Indian and Alaska Native alone
HC01_MOE_VC17,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - American Indian and Alaska Native alone
HC02_EST_VC17,Labor Force Participation Rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - American Indian and Alaska Native alone
HC02_MOE_VC17,Labor Force Participation Rate; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - American Indian and Alaska Native alone
HC03_EST_VC17,Employment/Population Ratio; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - American Indian and Alaska Native alone
HC03_MOE_VC17,Employment/Population Ratio; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - American Indian and Alaska Native alone
HC04_EST_VC17,Unemployment rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - American Indian and Alaska Native alone
HC04_MOE_VC17,Unemployment rate; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - American Indian and Alaska Native alone
HC01_EST_VC18,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Asian alone
HC01_MOE_VC18,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Asian alone
HC02_EST_VC18,Labor Force Participation Rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Asian alone
HC02_MOE_VC18,Labor Force Participation Rate; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Asian alone
HC03_EST_VC18,Employment/Population Ratio; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Asian alone
HC03_MOE_VC18,Employment/Population Ratio; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Asian alone
HC04_EST_VC18,Unemployment rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Asian alone
HC04_MOE_VC18,Unemployment rate; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Asian alone
HC01_EST_VC19,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Native Hawaiian and Other Pacific Islander alone
HC01_MOE_VC19,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Native Hawaiian and Other Pacific Islander alone
HC02_EST_VC19,Labor Force Participation Rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Native Hawaiian and Other Pacific Islander alone
HC02_MOE_VC19,Labor Force Participation Rate; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Native Hawaiian and Other Pacific Islander alone
HC03_EST_VC19,Employment/Population Ratio; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Native Hawaiian and Other Pacific Islander alone
HC03_MOE_VC19,Employment/Population Ratio; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Native Hawaiian and Other Pacific Islander alone
HC04_EST_VC19,Unemployment rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Native Hawaiian and Other Pacific Islander alone
HC04_MOE_VC19,Unemployment rate; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Native Hawaiian and Other Pacific Islander alone
HC01_EST_VC20,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Some other race alone
HC01_MOE_VC20,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Some other race alone
HC02_EST_VC20,Labor Force Participation Rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Some other race alone
HC02_MOE_VC20,Labor Force Participation Rate; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Some other race alone
HC03_EST_VC20,Employment/Population Ratio; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Some other race alone
HC03_MOE_VC20,Employment/Population Ratio; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Some other race alone
HC04_EST_VC20,Unemployment rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Some other race alone
HC04_MOE_VC20,Unemployment rate; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Some other race alone
HC01_EST_VC21,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races
HC01_MOE_VC21,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races
HC02_EST_VC21,Labor Force Participation Rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races
HC02_MOE_VC21,Labor Force Participation Rate; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races
HC03_EST_VC21,Employment/Population Ratio; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races
HC03_MOE_VC21,Employment/Population Ratio; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races
HC04_EST_VC21,Unemployment rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races
HC04_MOE_VC21,Unemployment rate; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races
HC01_EST_VC23,Total; Estimate; Hispanic or Latino origin (of any race)
HC01_MOE_VC23,Total; Margin of Error; Hispanic or Latino origin (of any race)
HC02_EST_VC23,Labor Force Participation Rate; Estimate; Hispanic or Latino origin (of any race)
HC02_MOE_VC23,Labor Force Participation Rate; Margin of Error; Hispanic or Latino origin (of any race)
HC03_EST_VC23,Employment/Population Ratio; Estimate; Hispanic or Latino origin (of any race)
HC03_MOE_VC23,Employment/Population Ratio; Margin of Error; Hispanic or Latino origin (of any race)
HC04_EST_VC23,Unemployment rate; Estimate; Hispanic or Latino origin (of any race)
HC04_MOE_VC23,Unemployment rate; Margin of Error; Hispanic or Latino origin (of any race)
HC01_EST_VC24,"Total; Estimate; White alone, not Hispanic or Latino"
HC01_MOE_VC24,"Total; Margin of Error; White alone, not Hispanic or Latino"
HC02_EST_VC24,"Labor Force Participation Rate; Estimate; White alone, not Hispanic or Latino"
HC02_MOE_VC24,"Labor Force Participation Rate; Margin of Error; White alone, not Hispanic or Latino"
HC03_EST_VC24,"Employment/Population Ratio; Estimate; White alone, not Hispanic or Latino"
HC03_MOE_VC24,"Employment/Population Ratio; Margin of Error; White alone, not Hispanic or Latino"
HC04_EST_VC24,"Unemployment rate; Estimate; White alone, not Hispanic or Latino"
HC04_MOE_VC24,"Unemployment rate; Margin of Error; White alone, not Hispanic or Latino"
HC01_EST_VC26,Total; Estimate; Population 20 to 64 years
HC01_MOE_VC26,Total; Margin of Error; Population 20 to 64 years
HC02_EST_VC26,Labor Force Participation Rate; Estimate; Population 20 to 64 years
HC02_MOE_VC26,Labor Force Participation Rate; Margin of Error; Population 20 to 64 years
HC03_EST_VC26,Employment/Population Ratio; Estimate; Population 20 to 64 years
HC03_MOE_VC26,Employment/Population Ratio; Margin of Error; Population 20 to 64 years
HC04_EST_VC26,Unemployment rate; Estimate; Population 20 to 64 years
HC04_MOE_VC26,Unemployment rate; Margin of Error; Population 20 to 64 years
HC01_EST_VC28,Total; Estimate; Population 20 to 64 years - SEX - Male
HC01_MOE_VC28,Total; Margin of Error; Population 20 to 64 years - SEX - Male
HC02_EST_VC28,Labor Force Participation Rate; Estimate; Population 20 to 64 years - SEX - Male
HC02_MOE_VC28,Labor Force Participation Rate; Margin of Error; Population 20 to 64 years - SEX - Male
HC03_EST_VC28,Employment/Population Ratio; Estimate; Population 20 to 64 years - SEX - Male
HC03_MOE_VC28,Employment/Population Ratio; Margin of Error; Population 20 to 64 years - SEX - Male
HC04_EST_VC28,Unemployment rate; Estimate; Population 20 to 64 years - SEX - Male
HC04_MOE_VC28,Unemployment rate; Margin of Error; Population 20 to 64 years - SEX - Male
HC01_EST_VC29,Total; Estimate; Population 20 to 64 years - SEX - Female
HC01_MOE_VC29,Total; Margin of Error; Population 20 to 64 years - SEX - Female
HC02_EST_VC29,Labor Force Participation Rate; Estimate; Population 20 to 64 years - SEX - Female
HC02_MOE_VC29,Labor Force Participation Rate; Margin of Error; Population 20 to 64 years - SEX - Female
HC03_EST_VC29,Employment/Population Ratio; Estimate; Population 20 to 64 years - SEX - Female
HC03_MOE_VC29,Employment/Population Ratio; Margin of Error; Population 20 to 64 years - SEX - Female
HC04_EST_VC29,Unemployment rate; Estimate; Population 20 to 64 years - SEX - Female
HC04_MOE_VC29,Unemployment rate; Margin of Error; Population 20 to 64 years - SEX - Female
HC01_EST_VC30,Total; Estimate; Population 20 to 64 years - SEX - Female - With own children under 18 years
HC01_MOE_VC30,Total; Margin of Error; Population 20 to 64 years - SEX - Female - With own children under 18 years
HC02_EST_VC30,Labor Force Participation Rate; Estimate; Population 20 to 64 years - SEX - Female - With own children under 18 years
HC02_MOE_VC30,Labor Force Participation Rate; Margin of Error; Population 20 to 64 years - SEX - Female - With own children under 18 years
HC03_EST_VC30,Employment/Population Ratio; Estimate; Population 20 to 64 years - SEX - Female - With own children under 18 years
HC03_MOE_VC30,Employment/Population Ratio; Margin of Error; Population 20 to 64 years - SEX - Female - With own children under 18 years
HC04_EST_VC30,Unemployment rate; Estimate; Population 20 to 64 years - SEX - Female - With own children under 18 years
HC04_MOE_VC30,Unemployment rate; Margin of Error; Population 20 to 64 years - SEX - Female - With own children under 18 years
HC01_EST_VC31,Total; Estimate; Population 20 to 64 years - SEX - Female - With own children under 18 years - With own children under 6 years only
HC01_MOE_VC31,Total; Margin of Error; Population 20 to 64 years - SEX - Female - With own children under 18 years - With own children under 6 years only
HC02_EST_VC31,Labor Force Participation Rate; Estimate; Population 20 to 64 years - SEX - Female - With own children under 18 years - With own children under 6 years only
HC02_MOE_VC31,Labor Force Participation Rate; Margin of Error; Population 20 to 64 years - SEX - Female - With own children under 18 years - With own children under 6 years only
HC03_EST_VC31,Employment/Population Ratio; Estimate; Population 20 to 64 years - SEX - Female - With own children under 18 years - With own children under 6 years only
HC03_MOE_VC31,Employment/Population Ratio; Margin of Error; Population 20 to 64 years - SEX - Female - With own children under 18 years - With own children under 6 years only
HC04_EST_VC31,Unemployment rate; Estimate; Population 20 to 64 years - SEX - Female - With own children under 18 years - With own children under 6 years only
HC04_MOE_VC31,Unemployment rate; Margin of Error; Population 20 to 64 years - SEX - Female - With own children under 18 years - With own children under 6 years only
HC01_EST_VC32,Total; Estimate; Population 20 to 64 years - SEX - Female - With own children under 18 years - With own children under 6 years and 6 to 17 years
HC01_MOE_VC32,Total; Margin of Error; Population 20 to 64 years - SEX - Female - With own children under 18 years - With own children under 6 years and 6 to 17 years
HC02_EST_VC32,Labor Force Participation Rate; Estimate; Population 20 to 64 years - SEX - Female - With own children under 18 years - With own children under 6 years and 6 to 17 years
HC02_MOE_VC32,Labor Force Participation Rate; Margin of Error; Population 20 to 64 years - SEX - Female - With own children under 18 years - With own children under 6 years and 6 to 17 years
HC03_EST_VC32,Employment/Population Ratio; Estimate; Population 20 to 64 years - SEX - Female - With own children under 18 years - With own children under 6 years and 6 to 17 years
HC03_MOE_VC32,Employment/Population Ratio; Margin of Error; Population 20 to 64 years - SEX - Female - With own children under 18 years - With own children under 6 years and 6 to 17 years
HC04_EST_VC32,Unemployment rate; Estimate; Population 20 to 64 years - SEX - Female - With own children under 18 years - With own children under 6 years and 6 to 17 years
HC04_MOE_VC32,Unemployment rate; Margin of Error; Population 20 to 64 years - SEX - Female - With own children under 18 years - With own children under 6 years and 6 to 17 years
HC01_EST_VC33,Total; Estimate; Population 20 to 64 years - SEX - Female - With own children under 18 years - With own children under 6 to 17 years only
HC01_MOE_VC33,Total; Margin of Error; Population 20 to 64 years - SEX - Female - With own children under 18 years - With own children under 6 to 17 years only
HC02_EST_VC33,Labor Force Participation Rate; Estimate; Population 20 to 64 years - SEX - Female - With own children under 18 years - With own children under 6 to 17 years only
HC02_MOE_VC33,Labor Force Participation Rate; Margin of Error; Population 20 to 64 years - SEX - Female - With own children under 18 years - With own children under 6 to 17 years only
HC03_EST_VC33,Employment/Population Ratio; Estimate; Population 20 to 64 years - SEX - Female - With own children under 18 years - With own children under 6 to 17 years only
HC03_MOE_VC33,Employment/Population Ratio; Margin of Error; Population 20 to 64 years - SEX - Female - With own children under 18 years - With own children under 6 to 17 years only
HC04_EST_VC33,Unemployment rate; Estimate; Population 20 to 64 years - SEX - Female - With own children under 18 years - With own children under 6 to 17 years only
HC04_MOE_VC33,Unemployment rate; Margin of Error; Population 20 to 64 years - SEX - Female - With own children under 18 years - With own children under 6 to 17 years only
HC01_EST_VC36,Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Below poverty level
HC01_MOE_VC36,Total; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Below poverty level
HC02_EST_VC36,Labor Force Participation Rate; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Below poverty level
HC02_MOE_VC36,Labor Force Participation Rate; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Below poverty level
HC03_EST_VC36,Employment/Population Ratio; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Below poverty level
HC03_MOE_VC36,Employment/Population Ratio; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Below poverty level
HC04_EST_VC36,Unemployment rate; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Below poverty level
HC04_MOE_VC36,Unemployment rate; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Below poverty level
HC01_EST_VC37,Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - At or above the poverty level
HC01_MOE_VC37,Total; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - At or above the poverty level
HC02_EST_VC37,Labor Force Participation Rate; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - At or above the poverty level
HC02_MOE_VC37,Labor Force Participation Rate; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - At or above the poverty level
HC03_EST_VC37,Employment/Population Ratio; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - At or above the poverty level
HC03_MOE_VC37,Employment/Population Ratio; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - At or above the poverty level
HC04_EST_VC37,Unemployment rate; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - At or above the poverty level
HC04_MOE_VC37,Unemployment rate; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - At or above the poverty level
HC01_EST_VC40,Total; Estimate; DISABILITY STATUS - With any disability
HC01_MOE_VC40,Total; Margin of Error; DISABILITY STATUS - With any disability
HC02_EST_VC40,Labor Force Participation Rate; Estimate; DISABILITY STATUS - With any disability
HC02_MOE_VC40,Labor Force Participation Rate; Margin of Error; DISABILITY STATUS - With any disability
HC03_EST_VC40,Employment/Population Ratio; Estimate; DISABILITY STATUS - With any disability
HC03_MOE_VC40,Employment/Population Ratio; Margin of Error; DISABILITY STATUS - With any disability
HC04_EST_VC40,Unemployment rate; Estimate; DISABILITY STATUS - With any disability
HC04_MOE_VC40,Unemployment rate; Margin of Error; DISABILITY STATUS - With any disability
HC01_EST_VC43,Total; Estimate; EDUCATIONAL ATTAINMENT - Population 25 to 64 years
HC01_MOE_VC43,Total; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 to 64 years
HC02_EST_VC43,Labor Force Participation Rate; Estimate; EDUCATIONAL ATTAINMENT - Population 25 to 64 years
HC02_MOE_VC43,Labor Force Participation Rate; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 to 64 years
HC03_EST_VC43,Employment/Population Ratio; Estimate; EDUCATIONAL ATTAINMENT - Population 25 to 64 years
HC03_MOE_VC43,Employment/Population Ratio; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 to 64 years
HC04_EST_VC43,Unemployment rate; Estimate; EDUCATIONAL ATTAINMENT - Population 25 to 64 years
HC04_MOE_VC43,Unemployment rate; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 to 64 years
HC01_EST_VC44,Total; Estimate; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Less than high school graduate
HC01_MOE_VC44,Total; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Less than high school graduate
HC02_EST_VC44,Labor Force Participation Rate; Estimate; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Less than high school graduate
HC02_MOE_VC44,Labor Force Participation Rate; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Less than high school graduate
HC03_EST_VC44,Employment/Population Ratio; Estimate; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Less than high school graduate
HC03_MOE_VC44,Employment/Population Ratio; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Less than high school graduate
HC04_EST_VC44,Unemployment rate; Estimate; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Less than high school graduate
HC04_MOE_VC44,Unemployment rate; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Less than high school graduate
HC01_EST_VC45,Total; Estimate; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - High school graduate (includes equivalency)
HC01_MOE_VC45,Total; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - High school graduate (includes equivalency)
HC02_EST_VC45,Labor Force Participation Rate; Estimate; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - High school graduate (includes equivalency)
HC02_MOE_VC45,Labor Force Participation Rate; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - High school graduate (includes equivalency)
HC03_EST_VC45,Employment/Population Ratio; Estimate; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - High school graduate (includes equivalency)
HC03_MOE_VC45,Employment/Population Ratio; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - High school graduate (includes equivalency)
HC04_EST_VC45,Unemployment rate; Estimate; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - High school graduate (includes equivalency)
HC04_MOE_VC45,Unemployment rate; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - High school graduate (includes equivalency)
HC01_EST_VC46,Total; Estimate; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Some college or associate's degree
HC01_MOE_VC46,Total; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Some college or associate's degree
HC02_EST_VC46,Labor Force Participation Rate; Estimate; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Some college or associate's degree
HC02_MOE_VC46,Labor Force Participation Rate; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Some college or associate's degree
HC03_EST_VC46,Employment/Population Ratio; Estimate; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Some college or associate's degree
HC03_MOE_VC46,Employment/Population Ratio; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Some college or associate's degree
HC04_EST_VC46,Unemployment rate; Estimate; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Some college or associate's degree
HC04_MOE_VC46,Unemployment rate; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Some college or associate's degree
HC01_EST_VC47,Total; Estimate; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Bachelor's degree or higher
HC01_MOE_VC47,Total; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Bachelor's degree or higher
HC02_EST_VC47,Labor Force Participation Rate; Estimate; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Bachelor's degree or higher
